id,ae_ote_to_target,ae_average_ote_pay,ae_ramp_period,channel_ote,channel_average_ote_pay,channel_ramp_period,cs_ote,clients_to_cs,lead_price,lead_close_probability,outsourced_leads,marketing_ote,marketing_ote_to_target,ae_redundancy,senior_cs_to_csm,csm_to_cs,sm_to_aes,spm_to_cm,sd_to_sms,sd_to_cro,cm_to_cpms,smm_to_team_member,business_id,financial_year_id,created_at,updated_at,bde_ote_to_target,bde_average_ote_pay,channel_partner_ote_to_target,channel_partner_average_ote_pay,option1_recruitement_pay_per_hire_percent,option2_recruitement_pay_per_hire,option3_recruitement_pay_per_hire,channel_partner_ramp_period,bde_ramp_period,budget_percentage,marketing_team_count,sdr,sdr_ote,id:1,year,business_id:1,created_at:1,updated_at:1,Financial_year
e3575f89-6c1e-4f33-9c22-2d015eae52c1,15,180000,2,5,12000,2,0,100,250,10,80,60000,0,20,5,8,8,8,6,1,6,1,e95a5bfb-2afc-4729-ae9d-f1927e92243a,1aff314a-e585-4053-8cd3-9fca340cd5d0,2023-11-01 08:00:56,2024-02-23 07:25:05,10,0,10,0,18,7000,144000,2,2,10,0,20,12000,1aff314a-e585-4053-8cd3-9fca340cd5d0,2024,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56,2024
ddd41927-6bbb-4229-bb02-892b66b886ac,15,180000,2,5,12000,2,0,100,250,10,60,60000,0,20,5,8,8,8,6,1,6,1,e95a5bfb-2afc-4729-ae9d-f1927e92243a,c5bcddf3-e5a3-4aed-aff4-839f70d61fde,2023-11-01 08:00:56,2024-02-23 07:25:05,10,0,10,0,18,7000,144000,2,2,10,0,40,12000,c5bcddf3-e5a3-4aed-aff4-839f70d61fde,2025,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56,2025
fd428b40-ba5b-45b4-a2b4-654372f0791f,15,180000,2,5,12000,2,0,100,250,10,40,60000,0,20,5,8,8,8,6,1,6,1,e95a5bfb-2afc-4729-ae9d-f1927e92243a,694140dd-bc6e-4afa-887d-da5a9ef8837c,2023-11-01 08:00:56,2024-02-23 07:25:05,10,0,10,0,18,7000,144000,2,2,10,0,60,12000,694140dd-bc6e-4afa-887d-da5a9ef8837c,2026,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56,2026
5a8453f5-567b-431d-ad14-93a5e8f7f303,15,180000,2,5,12000,2,0,100,250,10,20,60000,0,20,5,8,8,8,6,1,6,1,e95a5bfb-2afc-4729-ae9d-f1927e92243a,26feb258-af6e-4a9a-bd16-d11eb5d05bae,2023-11-01 08:00:56,2024-02-23 07:25:05,10,0,10,0,18,7000,144000,2,2,10,0,80,12000,26feb258-af6e-4a9a-bd16-d11eb5d05bae,2027,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56,2027
1029ab7e-a135-45da-8d5b-f08b7e5e7668,15,180000,2,5,12000,2,0,100,250,10,0,60000,0,20,5,8,8,8,6,1,6,1,e95a5bfb-2afc-4729-ae9d-f1927e92243a,70629fd0-ead1-4bf4-ae14-0841a79f95d9,2023-11-01 08:00:56,2024-02-22 07:35:17,10,0,10,0,18,7000,144000,2,2,10,0,100,12000,70629fd0-ead1-4bf4-ae14-0841a79f95d9,2028,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56,2028
c951e1e0-3e29-4355-a1f2-35a9bc41ccc3,15,180000,2,5,12000,2,0,100,250,10,0,60000,0,20,5,8,8,8,6,1,6,1,e95a5bfb-2afc-4729-ae9d-f1927e92243a,f17d70d4-b531-4c10-a667-93152e1e57a8,2023-11-01 08:00:56,2024-02-22 07:35:17,10,0,10,0,18,7000,144000,2,2,10,0,100,12000,f17d70d4-b531-4c10-a667-93152e1e57a8,2029,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56,2029
46ec1652-1d24-469a-a25c-324a74737e8f,15,180000,2,5,12000,2,0,100,250,10,0,60000,0,20,5,8,8,8,6,1,6,1,e95a5bfb-2afc-4729-ae9d-f1927e92243a,33290069-0d15-4f85-a675-b044aa6eb536,2023-11-01 08:00:56,2024-02-22 07:35:17,10,0,10,0,18,7000,144000,2,2,10,0,100,12000,33290069-0d15-4f85-a675-b044aa6eb536,2030,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56,2030
a83eb47a-3c0c-42a7-b479-1da66b7cabdc,15,180000,2,5,12000,2,0,100,250,10,0,60000,0,20,5,8,8,8,6,1,6,1,e95a5bfb-2afc-4729-ae9d-f1927e92243a,53290004-215f-48b8-9d85-002b6903a15b,2023-11-01 08:00:57,2024-02-22 07:35:17,10,0,10,0,18,7000,144000,2,2,10,0,100,12000,53290004-215f-48b8-9d85-002b6903a15b,2031,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:57,2023-11-01 08:00:57,2031
88e07dc8-270c-4dc6-a521-1ab31a9dd778,15,180000,2,5,12000,2,0,100,250,10,0,60000,0,20,5,8,8,8,6,1,6,1,e95a5bfb-2afc-4729-ae9d-f1927e92243a,249d7c3c-b5e0-4454-8478-41b16b056b36,2023-11-01 08:00:57,2024-02-22 07:35:17,10,0,10,0,18,7000,144000,2,2,10,0,100,12000,249d7c3c-b5e0-4454-8478-41b16b056b36,2032,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:57,2023-11-01 08:00:57,2032
33329a6a-3760-4963-8d74-46db8e17186d,15,180000,2,5,12000,2,0,100,250,10,100,60000,0,20,5,8,8,8,6,1,6,1,e95a5bfb-2afc-4729-ae9d-f1927e92243a,174729ac-25b7-4640-87ae-e7202b4ccacb,2023-11-01 08:00:57,2024-01-11 08:24:50,10,0,10,0,18,7000,144000,2,2,10,0,0,12000,174729ac-25b7-4640-87ae-e7202b4ccacb,2022,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:57,2023-11-01 08:00:57,2022
08861edf-4758-442a-a6d5-89eedf9806db,15,180000,2,5,12000,2,0,100,250,10,100,60000,0,20,5,8,8,8,6,1,6,1,48ca4569-dcdb-41b4-a15d-6acefa6223b6,29090901-8bd4-4d22-85ab-1998b56c289d,2023-12-06 23:23:15,2024-01-11 08:24:50,10,0,10,0,18,7000,144000,2,2,10,0,0,12000,29090901-8bd4-4d22-85ab-1998b56c289d,2023,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15,2023
c9f119f7-77c9-4217-a15e-9b97b2de2a44,15,180000,2,5,12000,2,0,100,250,10,80,60000,0,20,5,8,8,8,6,1,6,1,48ca4569-dcdb-41b4-a15d-6acefa6223b6,e2184753-5db1-4968-badb-fb50aaef4be1,2023-12-06 23:23:15,2024-02-23 07:25:05,10,0,10,0,18,7000,144000,2,2,10,0,20,12000,e2184753-5db1-4968-badb-fb50aaef4be1,2024,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15,2024
57d09a2a-06d1-468a-ba07-d157277e0649,15,180000,2,5,12000,2,0,100,250,10,60,60000,0,20,5,8,8,8,6,1,6,1,48ca4569-dcdb-41b4-a15d-6acefa6223b6,5ece776c-cb11-4c56-8ae1-9aecca0c4e35,2023-12-06 23:23:15,2024-02-23 07:25:05,10,0,10,0,18,7000,144000,2,2,10,0,40,12000,5ece776c-cb11-4c56-8ae1-9aecca0c4e35,2025,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15,2025
4adf256d-1dd4-4a38-baac-abf25bb0cf6b,15,180000,2,5,12000,2,0,100,250,10,40,60000,0,20,5,8,8,8,6,1,6,1,48ca4569-dcdb-41b4-a15d-6acefa6223b6,0f1b0153-cb44-451a-a0d7-c095aabd6574,2023-12-06 23:23:15,2024-02-23 07:25:05,10,0,10,0,18,7000,144000,2,2,10,0,60,12000,0f1b0153-cb44-451a-a0d7-c095aabd6574,2026,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15,2026
1f9b50ce-b94e-44aa-ac9b-9e5f723d2d5b,15,180000,2,5,12000,2,0,100,250,10,20,60000,0,20,5,8,8,8,6,1,6,1,48ca4569-dcdb-41b4-a15d-6acefa6223b6,484e3e5f-5f5d-4599-a983-f5e550982f49,2023-12-06 23:23:15,2024-02-23 07:25:05,10,0,10,0,18,7000,144000,2,2,10,0,80,12000,484e3e5f-5f5d-4599-a983-f5e550982f49,2027,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15,2027
e29955fd-22ca-41b2-a069-743e93465aec,15,180000,2,5,12000,2,0,100,250,10,0,60000,0,20,5,8,8,8,6,1,6,1,48ca4569-dcdb-41b4-a15d-6acefa6223b6,20089668-9ca0-4faf-beea-66ec9a72047d,2023-12-06 23:23:15,2024-02-22 07:35:18,10,0,10,0,18,7000,144000,2,2,10,0,100,12000,20089668-9ca0-4faf-beea-66ec9a72047d,2028,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15,2028
