id,revenue,financial_year_id,business_id,asp,created_at,updated_at
f7218ca6-c4fa-468c-9642-c389fbd7d9a4,400000,35532a02-d0a3-495d-9711-12a394826c13,eea98755-2210-4995-a13e-9c0f824f4884,32000,2024-02-21 13:24:19,2024-02-28 13:15:54
