id,revenue,company_id,year,created_at,updated_at,currency_id
ea2ae292-e1b2-41d5-860d-da881dd62295,11700000000,2dd06a8f-a8a5-4540-84e8-b93c1e2609ec,2022,2024-03-28 16:13:18,2024-03-28 16:13:18,8e9a1983-a28e-4cfe-8a3c-205b64ed9e12
947ecf46-770b-4371-b0c4-a49f0ec6eadf,11700000000,f795dceb-bbdb-476a-9a69-b786c149e1af,2022,2024-03-28 16:22:26,2024-03-28 16:22:26,8e9a1983-a28e-4cfe-8a3c-205b64ed9e12
